songTitle,artistName,releaseYear,popularity
Sweet Lil' Sister - 2017 Remaster,['Bad Company'],1976,28
Sweet Little Angel,['B.B. King'],1957,37
"Sweet Little Angel - Live At The Regal Theater, Chicago/1964",['B.B. King'],1965,42
Sweet Little Girl,['Stevie Wonder'],1972,26
Sweet Little Jesus Boy,['Mahalia Jackson'],1955,3
Sweet Little Missy,['Lynyrd Skynyrd'],1977,30
Sweet Little Mystery,['Wet Wet Wet'],1987,61
Sweet Little Papa,['Louis Armstrong & His Hot Five'],1925,4
Sweet Little Rock 'N' Roller,['Chuck Berry'],1959,38
Sweet Little Sister,['Skid Row'],1989,45
Sweet Little Sixteen,['Chuck Berry'],1958,54
Sweet Little Thing,['Bobby Day'],1958,16
Sweet Little You,['Neil Sedaka'],1960,13
Sweet Lorene,['Otis Redding'],1966,20
Sweet Lorraine,['Nat King Cole'],1991,34
Sweet Lorraine - 2013 Remastered Version,['Joe Roland'],1955,7
Sweet Lorraine - 2017 Remastered,['Uriah Heep'],1972,29
Sweet Lorraine - 78rpm Version,['Frank Sinatra'],1944,17
Sweet Love,['Junko Ohashi'],1998,50
Sweet Love On My Mind,[Johnny Burnette & The Rock 'N' Roll Trio],1956,28
Sweet Love and Evil Women,['Johnny Winter'],1977,33
Sweet Lover,['Aretha Franklin'],1961,20
Sweet Lucy,"['Michael Hurley', 'Unholy Modal Rounders', 'Jeffrey Frederick & The Clamtones']",1976,25
Sweet Mama Hurry Home or I'll Be Gone,['Leon Redbone'],1975,23
Sweet Maree,['Steve Miller Band'],1976,33
Sweet Mary Blues,['Lead Belly'],1947,1
Sweet Maxine,['The Doobie Brothers'],1975,32
Sweet Memories,['Willie Nelson'],1968,22
Sweet Misery Blues,['Violent Femmes'],1984,30
Sweet Music Man,['Kenny Rogers'],1977,44
Sweet Night,['V'],2020,78
Sweet Nothin's,['Brenda Lee'],1960,49
Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']",2012,71
Sweet November,['SZA'],2014,50
Sweet Old World,['Lucinda Williams'],1992,41
Sweet Pain,['KISS'],1976,33
Sweet Painted Lady - Remastered 2014,['Elton John'],1973,32
Sweet Pea,['Amos Lee'],2006,66
Sweet Polly Oliver,"['Anonymous', 'Jennifer Vyvyan', 'Ernest Lush']",1953,0
Sweet Potato Pie,['Al Jarreau'],1975,23
Sweet Potatoe Pie,['Domino'],1993,34
Sweet Power of Your Embrace,['James Mason'],1977,34
Sweet Release,['Boz Scaggs'],1969,31
Sweet Return,['Hilary Stagg'],1988,40
Sweet Revenge,['John Prine'],1973,57
Sweet Ride (Never Again) - Long Version,['Moby Grape'],1967,23
Sweet Robbery,['Three 6 Mafia'],1995,33
Sweet Rosita,"['Jack Teagarden', 'Red Nichols & His Five Pennies']",1932,0
Sweet Sacrifice,['Evanescence'],2006,54
Sweet Sally,['Ted Nugent'],1977,25
Sweet Sapphire Blues,['John Coltrane'],1958,7
Sweet Savannah Sue - Edit,['Louis Armstrong'],1955,8
Sweet Seasons,['Carole King'],1971,34
Sweet Senorita,['Billy Stewart'],1965,14
Sweet Sensation,['UB40'],1983,44
Sweet Serenade,"['Pusha T', 'Chris Brown']",2013,56
Sweet Serendipity,['Lee DeWyze'],2010,45
Sweet Sister Mercy,['Lynch Mob'],1990,29
Sweet Sixteen,['Chuck Berry'],1961,19
Sweet Sixteen Parts 1 & 2 - Remastered,['B.B. King'],1960,13
Sweet Soul Music,['The Gladiators'],1968,22
Sweet Soul Sister,['The Cult'],1989,46
Sweet Southern Comfort,['Buddy Jewell'],2003,52
Sweet Sticky Thing,['Ohio Players'],1975,41
Sweet Stranger,['Glenn Miller'],1935,9
Sweet Substitute,['Karen Dalton'],1969,30
Sweet Sue,['Erroll Garner'],1954,1
Sweet Sue (Just You),['Bill Haley & His Comets'],1959,17
"Sweet Sue, Just You",['Miles Davis'],1957,27
"Sweet Sue, Just You - Live",['The Mills Brothers'],1927,0
"Sweet Sue, Just You - alternate take",['Miles Davis'],1955,5
"Sweet Sue, Just You - false start with discussion by Leonard Bernstein & Miles Davis",['Miles Davis'],1955,5
"Sweet Sue, Just You - first version",['Miles Davis'],1955,5
Sweet Summer Blue And Gold,"['Stone Poneys', 'Linda Ronstadt']",1967,21
Sweet Sun,['Milky Chance'],2014,48
Sweet Surrender,['Tim Buckley'],1972,43
Sweet Sweet - Remastered,['The Smashing Pumpkins'],1993,37
Sweet Talk,['Saint Motel'],2016,65
Sweet Talkin' Woman,['Electric Light Orchestra'],1977,59
Sweet Talking Hippie,['Blues Traveler'],1990,28
Sweet Tangerine,['The Hush Sound'],2006,41
Sweet Thang,['Shuggie Otis'],1971,59
Sweet Thing,['Boney James'],1997,46
Sweet Thing (Live),"['Rufus', 'Chaka Khan']",1983,30
Sweet Thing - 1999 Remaster,['Van Morrison'],1968,63
Sweet Thing - 2006 Remaster,['The Waterboys'],1988,46
Sweet Thing - 2015 Remaster,['Van Morrison'],1968,52
Sweet Thing - 2016 Remaster,['David Bowie'],1974,39
Sweet Thing - Reprise; 2016 Remaster,['David Bowie'],1974,36
Sweet Thing/Candidate/Sweet Thing - Live; 2005 Mix; 2016 Remaster,['David Bowie'],1974,26
Sweet Tides,['Thievery Corporation'],2008,53
Sweet Time,['REO Speedwagon'],1982,36
Sweet Touch Of Love,['Allen Toussaint'],1971,46
Sweet Transvestite,['Tim Curry'],1975,55
Sweet Tuesday Morning - Remastered 2010,['Badfinger'],1971,24
Sweet Victory,"['Trip Lee', 'Dimitri McDowell', 'Leah Smith']",2014,50
Sweet Victory (As Heard on SpongeBob SquarePants),"['David Glen Eisley', 'Bob Kulick']",2012,53
Sweet Violets,['Harry McClintock'],1950,6
Sweet Virginia,['The Rolling Stones'],1972,60
Sweet Wanomi,['Bill Withers'],1971,50
Sweet Willy Rollbar,['Melvins'],1994,39
Sweet Wine,['Cream'],1966,32
Sweet Wine of Love,['Robin Trower'],1977,23
Sweet Young Thing - Original Stereo Version; 2006 Remaster,['The Monkees'],1966,25
Sweet and Easy to Love,['Roy Orbison'],1961,22
Sweet and Gentle,['Ben E. King'],1961,19
Sweet and Hot,"['Jack Teagarden', 'Red Nichols & His Five Pennies']",1932,3
Sweet and Lovely - 2014 Remastered Version,['Russ Garcia & His Vocal Choir and Orchestra'],1958,14
"Sweet and Lovely - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",['Erroll Garner'],1955,17
Sweet and Low,['Fugazi'],1993,41
Sweet and Low - New Album Version,['Augustana'],2008,47
Sweet and Simple,['Journey'],1979,30
"Sweet and Tender Hooligan - John Peel Session, 12/2/86",['The Smiths'],1987,46
Sweet but Psycho,['Ava Max'],2018,85
Sweet to Me,['Summer Salt'],2015,60
"Sweet, Sweet Baby",['Dion'],1962,15
"Sweet, Sweet Smile",['Carpenters'],1977,39
Sweeter,['Gavin DeGraw'],2011,45
Sweeter (feat. Terrace Martin),"['Leon Bridges', 'Terrace Martin']",2020,64
Sweeter Memories,['Todd Rundgren'],1972,24
Sweeter Than You - Remastered / Alternate Version,"['Ricky Nelson', 'Ron Furmanek']",1959,22
Sweetest Chill,['Siouxsie and the Banshees'],1986,32
Sweetest Devotion,['Adele'],2016,54
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","['Wyclef Jean', 'Akon', 'Lil Wayne', 'Niia']",2007,58
Sweetest Goodbye,['Maroon 5'],2002,47
Sweetest Kill,['Broken Social Scene'],2010,53
Sweetest Of All,['Dr. Hook'],1978,36
Sweetest Perfection - 2006 Remaster,['Depeche Mode'],1990,42
Sweetest Thing,['U2'],1987,65
Sweetheart,['Engelbert Humperdinck'],1971,38
Sweetheart (feat. Mariah Carey),"['Jermaine Dupri', 'Mariah Carey']",1998,42
Sweetheart Blues,['Herb Ellis'],1956,15
Sweetheart From Venezuela,['Harry Belafonte'],1961,28
Sweetheart Like You,['Bob Dylan'],1983,40
Sweetheart You Done Me Wrong,['Bill Monroe & His Blue Grass Boys'],1945,6
"Sweetheart, We Need Eachother",['Jack Payne'],1930,2
Sweethearts On Parade,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],1923,6
Sweetie Baby,['Floyd Cramer'],1960,17
Sweetie Little Jean,['Cage The Elephant'],2015,59
Sweetie Pie,['Eddie Cochran'],1962,15
Sweetly Broken,"['Vineyard Worship', 'Jeremy Riddle']",2006,42
Sweetness,['Jimmy Eat World'],2001,67
Sweetness - 2003 Remaster,['Yes'],1969,51
Sweetness And Light,['Lush'],1990,36
Sweetness Follows,['R.E.M.'],1992,47
Sweetnin',['Coleman Hawkins'],1958,10
Sweets for My Sweet - Stereo Version,['The Searchers'],1963,50
Sweety Cakes,['Count Basie'],1956,16
Swept Away,['Christopher Cross'],1988,54
Swept Away [Sentimental Version],['The Avett Brothers'],2004,37
Swept For You Baby,['Smokey Robinson & The Miracles'],1966,21
Swerve,"['Boosie Badazz', 'Webbie']",2005,41
Swerve City,['Deftones'],2012,55
Swervin (feat. 6ix9ine),"['A Boogie Wit da Hoodie', '6ix9ine']",2018,83
Swim,['Alec Benjamin'],2018,62
Swim Good,['Frank Ocean'],2011,66
Swim Until You Can't See Land,['Frightened Rabbit'],2010,42
Swim and Sleep (Like a Shark),['Unknown Mortal Orchestra'],2013,58
Swimming,['Florence + The Machine'],2009,41
Swimming Ground,['Meat Puppets'],1985,23
Swimming Horses,['Siouxsie and the Banshees'],1984,30
Swimming In The Flood,['Passion Pit'],2009,43
Swimming In The Moonlight,['Bad Suns'],2016,54
Swimming Pool,['The Front Bottoms'],2011,43
Swimming Pools (Drank),['Kendrick Lamar'],2012,51
Swimming Pools (Drank) - Extended Version,['Kendrick Lamar'],2012,53
Swimming Song,['Kate & Anna McGarrigle'],1975,42
Swine,['Lady Gaga'],2013,54
Swing,['Trace Adkins'],2006,53
Swing 39,['Django Reinhardt'],1956,5
Swing 42,"['Django Reinhardt', 'Quintette du Hot Club de France']",1970,26
Swing 49,['Django Reinhardt'],1956,5
Swing Bells,['Dave Brubeck'],1956,22
Swing Doors,['Allan Gray'],1999,39
Swing Down Sweet Chariot,['Elvis Presley'],1960,34
"Swing Down, Sweet Chariot - Live/1977",['Parliament'],1977,28
Swing Easy,['The Skatalites'],1997,56
Swing Guitars,['Sonny Davis'],1937,0
Swing House,['Gerry Mulligan Quartet'],1952,7
Swing Life Away,['Rise Against'],2004,59
Swing Little Glow Worm,['Ray Conniff'],1962,22
Swing Lo Magellan,['Dirty Projectors'],2012,51
Swing Low,['Harry Belafonte'],1959,19
Swing Low Sweet Chariot,['Lead Belly'],1947,0
"Swing Low, Sweet Chariot","['Les Paul', 'Mary Ford']",1955,8
"Swing Low, Sweet Charriot",['Dizzy Gillespie'],1953,4
Swing Lynn,['Harmless'],2012,67
Swing My Way - Remix,['K.P. & Envyi'],1998,39
Swing On This,['Alice In Chains'],1994,44
Swing Out,['Henry Red Allen'],1944,0
Swing Out Song,['Mel Waiters'],1999,33
Swing Spring,"['Miles Davis', 'Modern Jazz Giants']",1959,16
Swing Tree,['Discovery'],2009,45
Swing Your Partner Round And Round,"['Judy Garland', 'The Kay Thompson Chorus']",1945,6
Swing de Campo Grande,['Novos Baianos'],1972,49
Swing from Paris,['Django Reinhardt'],1935,8
Swing mig her og swing mig der,['Peter Sørensen'],1939,0
"Swing! Brother, Swing!",['Billie Holiday'],1939,2
"Swing, Brother, Swing - Live","['Billie Holiday', 'Count Basie']",1937,3
"Swing, Swing",['The All-American Rejects'],2002,67
Swinghouse - 12 Take,"['Chet Baker', 'Gerry Mulligan Quartet']",1953,1
Swingin On The Moon,['Mel Tormé'],1960,13
Swingin Party,['The Replacements'],1985,27
Swingin Party - 2008 Remaster,['The Replacements'],1985,57
Swingin',"['Clifford Brown', 'Max Roach Quintet']",1955,23
Swingin' An Echo,['Charles Mingus'],1949,6
Swingin' Down The Lane - Remastered 1998,['Frank Sinatra'],1956,30
Swingin' For Bumsy - RVG Remaster,['Sonny Rollins'],1954,7
Swingin' For Julie And Brownie - Alternate Take,['Flip Phillips'],1949,0
Swingin' For Julie And Brownie - Master Take,['Flip Phillips'],1949,0
Swingin' On C,['Jimmie Lunceford'],1939,6
Swingin' Shepherd Blues - Alternate Take,['Ella Fitzgerald'],1959,12
Swingin' Spathiphyllums,['Mort Garson'],1976,44
Swingin' The Blues - Live,['Count Basie'],1936,2
Swingin' The Samba - Rudy Van Gelder Edition / Remastered,['Horace Silver Quintet'],1959,15
Swingin' in a Hammock,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",1930,6
Swinging Doors,['Merle Haggard & The Strangers'],1966,30
Swinging In Harlem,[Erskine Hawkins & His 'Bama State Collegians],1930,2
Swinging Mambo,['Tito Puente'],1956,8
Swinging On A Star,['Eddie Fisher'],1955,0
Swinging On A Star - Single Version,['Bing Crosby'],1962,44
Swinging at Lutetia,['Hubert Fol'],1947,0
Swinging the Chain - 2014 Remaster,['Black Sabbath'],1978,24
Swinging with Django,"['Django Reinhardt', 'Stéphane Grappelli', 'Quintette du Hot Club de France', 'Michel Warlop']",1970,34
Swingtime In the Rockies - Live,['Benny Goodman'],1938,10
Swingtown,['Steve Miller Band'],1977,34
Swish Swish,"['Katy Perry', 'Nicki Minaj']",2017,71
Swiss Woodpecker,['Les Paul'],1955,5
Switch,['6LACK'],2018,67
Switch 625,['Def Leppard'],1981,43
Switch Lanes,"['Rittz', 'Mike Posner']",2013,61
Switch Up,"['Toni Romiti', 'Bigrod']",2016,66
Switchback,['Celldweller'],2003,52
Switchblade,['Link Wray'],1979,29
Switchboard Susan,['Nick Lowe'],1979,22
Switchin' to Glide,['The Kings'],1980,39
Swoon Units,['Digable Planets'],1993,33
Sword Dance,['Unspecified'],1951,0
Swordfish,['The Dead Milkmen'],1985,25
Swordfishtrombone,['Tom Waits'],1983,34
Swords And Knives,['Tears For Fears'],1989,40
Swords Crossed,['Klaus Badelt'],2003,42
Swords and Pens,['The Story So Far'],2011,44
Swords and Tequila,['Riot'],1981,45
Swordsman,"['GZA', 'Killah Priest']",1995,41
Sy Borg,['Frank Zappa'],1979,31
Syama Sundara,['M. S. Subbulakshmi'],1939,0
Sycamore,['Bill Callahan'],2007,46
Sycamore Tree,['Lady Saw'],1997,41
Sycamore Trees,['Jimmy Scott'],1992,37
Sydney,['Halifax'],2004,43
Sydney (I'll Come Running),['Brett Dennen'],2011,55
Syeeda's Song Flute,['John Coltrane'],1960,29
Syeeda's Song Flute - Alternate Take,['John Coltrane'],1960,26
Syeeda's Song Flute - Mono,['John Coltrane'],1960,19
Syeeda's Song Flute - Remastered 2006 / Rudy Van Gelder Edition,['Art Taylor'],1960,14
Sylvan Song,['Heart'],1977,30
Sylvia,"['Oley Speaks', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']",1942,0
Sylvia's Mother,['Dr. Hook'],1972,59
Sylvie,['Harry Belafonte'],1956,7
Sylvie - Live,['Harry Belafonte'],1959,13
"Symbiosis, 2nd Movement: Largo - Andante - Maestoso - Largo, Pt.1",['Bill Evans'],1974,45
Symbol In My Driveway,['Jack Johnson'],2003,43
Symbolic,['Death'],1995,43
Symbolism,['Electro-Light'],2014,60
Symbols,['Rosa Cania'],2019,61
Symbolum,['Mathias Wieman'],1941,0
Symmetry,['Title Fight'],2009,43
Sympathique,['Pink Martini'],2006,53
Sympathy,['The Cadillacs'],1957,4
Sympathy For The Devil,['The Rolling Stones'],1989,57
Sympathy For The Devil - 50th Anniversary Edition,['The Rolling Stones'],1968,75
Sympathy For The Devil - Live,['The Rolling Stones'],1970,32
Sympathy For The Devil - Mono,['The Rolling Stones'],1966,36
Symphonia IX,['Current Joys'],2013,56
Symphonia IX (My Wait Is U),['Grimes'],2012,43
"Symphonia domestica, Op. 53: Finale","['Richard Strauss', 'Fritz Reiner']",1954,1
Symphonic Dances (From West Side Story): I. Prologue (Allegro moderato),"['Leonard Bernstein', 'New York Philharmonic']",1961,10
Symphonic Dances (From West Side Story): I. Prologue - Allegro moderato,"['Leonard Bernstein', 'New York Philharmonic']",1961,9
Symphonic Dances (From West Side Story): II. Somewhere (Adagio),"['Leonard Bernstein', 'New York Philharmonic']",1961,9
Symphonic Dances (From West Side Story): II. Somewhere - Adagio,"['Leonard Bernstein', 'New York Philharmonic']",1961,9
Symphonic Dances (From West Side Story): III. Scherzo (Vivace leggiero),"['Leonard Bernstein', 'New York Philharmonic']",1961,8
Symphonic Dances (From West Side Story): III. Scherzo - Vivace leggiero,"['Leonard Bernstein', 'New York Philharmonic']",1961,8
Symphonic Dances (From West Side Story): IV. Mambo (Meno presto),"['Leonard Bernstein', 'New York Philharmonic']",1950,0
Symphonic Dances (From West Side Story): IV. Mambo - Meno presto,"['Leonard Bernstein', 'New York Philharmonic']",1961,13
"Symphonic Dances (From West Side Story): V. Cha-Cha, Maria (Andantino con grazia)","['Leonard Bernstein', 'New York Philharmonic']",1961,8
"Symphonic Dances (From West Side Story): V. Cha-Cha, Maria - Andantino con grazia","['Leonard Bernstein', 'New York Philharmonic']",1961,8
Symphonic Dances (From West Side Story): VI. Meeting Scene (Meno mosso),"['Leonard Bernstein', 'New York Philharmonic']",1961,7
"Symphonic Dances (From West Side Story): VII. Fugue, Cool (Allegretto)","['Leonard Bernstein', 'New York Philharmonic']",1961,8
"Symphonic Dances (From West Side Story): VII. Fugue, Cool - Allegretto","['Leonard Bernstein', 'New York Philharmonic']",1961,8
Symphonic Dances (From West Side Story): X. Finale (Adagio),"['Leonard Bernstein', 'New York Philharmonic']",1961,8
Symphonic Dances From West Side Story: Finale: Adagio,"['Leonard Bernstein', 'New York Philharmonic']",1958,8
Symphonic Dances from West Side Story,"['Leonard Bernstein', 'New York Philharmonic']",1960,7
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Cha-Cha (Andantino con grazia),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,14
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Cool Fugue (Allegretto),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,13
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Finale (Adagio),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,18
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Mambo (Meno presto),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,24
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Meeting Scene (Meno mosso),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,13
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Prologue (Allegro moderato),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,16
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Rumble (Molto allegro),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,12
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Scherzo (Vivace leggiero),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,14
Symphonic Dances from West Side Story *: Symphonic Dances from West Side Story: Somewhere (Adagio),"['Leonard Bernstein', 'New York Philharmonic', 'West Side Story Original Broadway Cast']",1957,18
Symphonic Raps,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",1928,8
Symphonic Suite (From the Film On The Waterfront): Adagio - Allegro molto agitato - Alla breve (Poco più mosso) - Presto come prima,"['Leonard Bernstein', 'New York Philharmonic']",1961,6
Symphonic Suite (From the Film On The Waterfront): Andante (with dignity) - Presto barbaro Presto barbaro,"['Leonard Bernstein', 'New York Philharmonic']",1961,7
Symphonic Suite (From the Film On The Waterfront): Andante - Presto barbaro Presto barbaro,['Leonard Bernstein'],1961,10
Symphonic Suite (From the Film On The Waterfront): Andante largamente - More Flowing - Still More Flowing - Poco meno mosso - Lento,"['Leonard Bernstein', 'New York Philharmonic']",1950,0
"Symphonic Suite (From the Film On The Waterfront): Moving Forward, with Warmth - Largamente - A tempo - Calmato - Andante come prima - Sempre avanti, With Intensity - Ancora più mosso","['Leonard Bernstein', 'New York Philharmonic']",1961,6
"Symphonic Variations on an African Air, Op.63","['Samuel Coleridge-Taylor', 'Royal Liverpool Philharmonic Orchestra', 'Grant Llewellyn']",1993,46
"Symphonie Concertante, K. 364, 1st Movement","['Wolfgang Amadeus Mozart', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields', 'Levon Chilingirian', 'Csaba Erdélyi']",1984,21
"Symphonie Fantastique, Op. 14: I. Reveries: Passions - Remastered","['Hector Berlioz', 'Charles Münch']",1955,0
"Symphonie Fantastique, Op. 14: II. Un bal","['Hector Berlioz', 'Pierre Monteux']",1951,0
"Symphonie Fantastique, Op. 14: III. Scène aux champs","['Hector Berlioz', 'Pierre Monteux']",1951,0
"Symphonie Fantastique, Op. 14: V. Songe d'une nuit de sabbat","['Hector Berlioz', 'Pierre Monteux']",1951,0
Symphonie concertante: I. Allegro con moto,"['Jacques Ibert', 'André Previn', 'London Symphony Orchestra']",1949,9
"Symphonie concertante: II. Adagio, ma non troppo","['Jacques Ibert', 'André Previn', 'London Symphony Orchestra']",1949,8
Symphonie concertante: III. Allegro brillante,"['Jacques Ibert', 'André Previn', 'London Symphony Orchestra']",1949,8
"Symphonie de Psaumes: 1. Exaudi orationem meam, Domine","['Igor Stravinsky', 'London Philharmonic Choir', 'London Philharmonic Orchestra', 'Ernest Ansermet']",1946,0
Symphonie de Psaumes: 2. Expectans expectavi Dominum,"['Igor Stravinsky', 'London Philharmonic Choir', 'London Philharmonic Orchestra', 'Ernest Ansermet']",1946,0
"Symphonie de Psaumes: 3. Alleluia, laudate Dominum","['Igor Stravinsky', 'London Philharmonic Choir', 'London Philharmonic Orchestra', 'Ernest Ansermet']",1946,0
"Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: I. Allegro non troppo","['Édouard Lalo', 'Pierre Monteux', 'Yehudi Menuhin']",1945,0
"Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: II. Scherzando - Allegro molto","['Édouard Lalo', 'Pierre Monteux', 'Yehudi Menuhin']",1945,0
"Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: III. Intermezzo - Allegretto non troppo","['Édouard Lalo', 'Pierre Monteux', 'Yehudi Menuhin']",1945,0
"Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: IV. Andante","['Édouard Lalo', 'Pierre Monteux', 'Yehudi Menuhin']",1945,0
"Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: V. Rondo - Allegro","['Édouard Lalo', 'Pierre Monteux', 'Yehudi Menuhin']",1945,0
"Symphonie espagnole, Op. 21: Allegro non troppo","['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",1954,11
"Symphonie espagnole, Op. 21: Andante","['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",1954,7
"Symphonie espagnole, Op. 21: I. Allegro non troppo","['Édouard Lalo', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",1947,0
"Symphonie espagnole, Op. 21: II. Scherzando. Allegro molto","['Édouard Lalo', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",1947,0
"Symphonie espagnole, Op. 21: II. Scherzando: Allegro molto","['Édouard Lalo', 'Jascha Heifetz', 'Bell Telephone Hour Orchestra', 'Donald Voorhees']",1948,0
"Symphonie espagnole, Op. 21: III. Intermezzo. Allegretto non troppo","['Édouard Lalo', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",1947,0
"Symphonie espagnole, Op. 21: IV. Andante","['Édouard Lalo', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",1947,0
"Symphonie espagnole, Op. 21: Rondo: Allegro","['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",1954,6
"Symphonie espagnole, Op. 21: Scherzando: Allegro molto","['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",1954,7
"Symphonie espagnole, Op. 21: V. Rondo","['Édouard Lalo', 'Itzhak Perlman', 'André Previn', 'London Symphony Orchestra']",1967,21
"Symphonie espagnole, Op. 21: V. Rondo. Allegro","['Édouard Lalo', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",1947,0
"Symphonie fantastique Op. 14, H. 48: IV. Marche au supplice. Allegretto non troppo","['Hector Berlioz', 'Cleveland Orchestra', 'Lorin Maazel']",1961,17
"Symphonie fantastique, Op. 14, H 48: I. Rêveries - Passions","['Hector Berlioz', 'Pierre Monteux']",1945,0
"Symphonie fantastique, Op. 14, H 48: II. Un bal","['Hector Berlioz', 'Pierre Monteux']",1945,0
"Symphonie fantastique, Op. 14, H 48: III. Scène aux champs","['Hector Berlioz', 'Pierre Monteux']",1945,0
"Symphonie fantastique, Op. 14, H 48: IV. Marche au supplice","['Hector Berlioz', 'Pierre Monteux']",1945,0
"Symphonie fantastique, Op. 14, H 48: V. Songe d'une nuit de sabbat","['Hector Berlioz', 'Pierre Monteux']",1945,0
"Symphonie fantastique, Op.14: 1. Rêveries. Passions (Largo - Allegro agitato ed appassionato assai)","['Hector Berlioz', 'Concertgebouworkest', 'Eduard van Beinum']",1952,0
"Symphonie fantastique, Op.14: 2. Un bal (Valse: Allegro non troppo)","['Hector Berlioz', 'Concertgebouworkest', 'Eduard van Beinum']",1952,0
"Symphonie fantastique, Op.14: 3. Scène aux champs (Adagio)","['Hector Berlioz', 'Concertgebouworkest', 'Eduard van Beinum']",1952,0
"Symphonie fantastique, Op.14: 4. Marche au supplice (Allegretto non troppo)","['Hector Berlioz', 'Concertgebouworkest', 'Eduard van Beinum']",1952,0
"Symphonie sur un Chant Montagnard Français, Op. 25: III. Animé","[Vincent d'Indy, 'Robert Casadesus', 'Charles Münch', 'New York Philharmonic']",1949,0
Symphonie sur un chant montagnard français Op. 25: I Assez lent,"[Vincent d'Indy, 'Colonne Symphony Orchestra']",1934,0
Symphonie sur un chant montagnard français Op. 25: II Assez modéré,"[Vincent d'Indy, 'Colonne Symphony Orchestra']",1934,0
Symphonie sur un chant montagnard français Op. 25: III Animé,"[Vincent d'Indy, 'Colonne Symphony Orchestra']",1934,0
"Symphonie sur un chant montagnard français, Op. 25 Symphonie cévenole: I. Assez lent - Modérément animé","[Vincent d'Indy, 'Pierre Monteux', 'Maxim Schapiro']",1941,0
"Symphonie sur un chant montagnard français, Op. 25 Symphonie cévenole: II. Assez modéré, mais sans lenteur","[Vincent d'Indy, 'Pierre Monteux', 'Maxim Schapiro']",1941,0
"Symphonie sur un chant montagnard français, Op. 25 Symphonie cévenole: III. Animé","[Vincent d'Indy, 'Pierre Monteux', 'Maxim Schapiro']",1941,0
Symphonies,"['Dan Black', 'Kid Cudi']",2010,43
Symphonique #6 (Good For Goodie) - Instrumental,"['Louis Hardin', 'Moondog']",1969,24
Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",2018,74
Symphony - Demo Version,['Marvin Gaye'],1971,37
Symphony - Instrumental,['Benny Goodman'],1938,3
Symphony - Undubbed Version,['Marvin Gaye'],1973,26
Symphony 2000,"['EPMD', 'Redman', 'Method Man', 'Lady Luck']",1999,52
Symphony Hall Rag,['John Hartford'],1971,20
Symphony In D Minor: 1. Lento - Allegro ma non troppo - Allegro,"['César Franck', 'Deutsches Symphonie-Orchester Berlin', 'Lorin Maazel']",1961,11
Symphony In D Minor: 2. Allegretto,"['César Franck', 'Deutsches Symphonie-Orchester Berlin', 'Lorin Maazel']",1961,10
Symphony In D Minor: 3. Allegro non troppo,"['César Franck', 'Deutsches Symphonie-Orchester Berlin', 'Lorin Maazel']",1961,10
